ID;Text;Label
D1-45;The greenhouse effect is a natural process that warms the Earth's surface, caused by the trapping of heat from the sun by atmospheric gases.;Anthropic
D1-46;"The law of conservation of energy states that the total energy of an isolated system is constant; it cannot be created or destroyed.";Anthropic
D1-47;Antibiotics are a class of drugs that are used to kill or inhibit the growth of harmful bacteria in the body.;Anthropic
D1-48;The human eye is capable of detecting a wide range of wavelengths of light, known as the visible spectrum.;Anthropic
D1-49;The law of universal gravitation, proposed by Sir Isaac Newton, states that every particle in the universe attracts every other particle with a force that is directly proportional to their masses.;Anthropic
D1-50;Enzymes are biological catalysts that accelerate chemical reactions in living organisms, without being consumed in the process.;Anthropic
D1-51;The periodic table of elements was developed by the Russian chemist Dmitri Mendeleev, who organized the elements based on their atomic weight and chemical properties.;Anthropic
D1-52;Photons are the fundamental particles that make up light, and they exhibit both wave-like and particle-like properties.;Anthropic
D1-53;The process of cellular respiration converts the chemical energy stored in glucose into a usable form of energy called ATP.;Anthropic
D1-54;The strong nuclear force is one of the four fundamental forces of nature, and it holds the protons and neutrons together in the nucleus of an atom.;Anthropic
D1-55;The theory of relativity, developed by Albert Einstein, revolutionized our understanding of space, time, and the nature of the universe.;Anthropic
D1-56;The law of conservation of mass states that the total mass of a closed system remains constant, it is neither created nor destroyed.;Anthropic
D1-57;Osmosis is the process by which water molecules move from a region of high concentration to a region of low concentration across a semipermeable membrane.;Anthropic
D1-58;The Big Bang theory is the prevailing cosmological model for the universe, which describes the early expansion of the universe from an extremely hot and dense state.;Anthropic
D1-59;Electromagnetic radiation is a form of energy that includes visible light, X-rays, and radio waves, all of which travel at the speed of light.;Anthropic
D1-60;The process of natural selection, proposed by Charles Darwin, is the mechanism by which evolution occurs, where the most fit individuals are more likely to survive and reproduce.;Anthropic
D1-61;Protons and neutrons are the subatomic particles that make up the nucleus of an atom, while electrons orbit the nucleus.;Anthropic
D1-62;The periodic table of elements is organized based on the atomic number, which represents the number of protons in the nucleus of an atom.;Anthropic
D1-63;The law of conservation of charge states that the total electric charge in an isolated system is constant, it can neither be created nor destroyed.;Anthropic
D1-64;Enzymes are highly specific catalysts, meaning they can only catalyze a particular chemical reaction and no other.;Anthropic
D1-65;The process of diffusion is the movement of molecules or particles from a region of high concentration to a region of low concentration, without the need for energy.;Anthropic
D1-66;The theory of plate tectonics explains the large-scale motion of the Earth's surface, where the lithosphere is divided into several plates that move relative to one another.;Anthropic
D1-67;The human immune system is a complex network of cells, tissues, and organs that work together to protect the body from harmful pathogens and diseases.;Anthropic
D1-68;The law of conservation of momentum states that the total momentum of a closed system is constant, unless an external force acts on the system.;Anthropic
D1-69;The process of photosynthesis is the primary way that plants convert light energy from the sun into chemical energy in the form of glucose.;Anthropic
D1-70;The periodic table of elements is a tabular arrangement of the chemical elements, organized by their atomic number, electron configuration, and recurring chemical properties.;Anthropic
D1-71;The human body has around 37.2 trillion cells.;Anthropic
D1-72;DNA contains the genetic instructions that allow cells to function and organisms to develop.;Anthropic
D1-73;Photosynthesis is the process by which plants use sunlight, water, and carbon dioxide to create oxygen and energy in the form of sugar.;Anthropic
D1-74;The periodic table is a tabular arrangement of the chemical elements, organized by their properties.;Anthropic
D1-75;Sound waves are longitudinal waves that travel through a medium, such as air or water, by causing the particles in the medium to vibrate.;Anthropic
D1-76;Atoms are the smallest units of matter that retain the chemical properties of an element.;Anthropic
D1-77;The first law of thermodynamics states that energy can be converted from one form to another, but cannot be created or destroyed.;Anthropic
D1-78;"Mitochondria are often referred to as the ""powerhouses"" of the cell, as they produce the majority of the cell's supply of adenosine triphosphate (ATP), the primary energy currency of the cell.";Anthropic
D1-79;The speed of light in a vacuum is approximately 299,792,458 meters per second.;Anthropic
D1-80;Stem cells are unspecialized cells that have the ability to develop into different cell types in the body.;Anthropic
D1-81;Gravity is a fundamental force of nature that attracts objects with mass towards each other.;Anthropic
D1-82;The pH scale is a measure of the acidity or basicity (alkalinity) of a solution, ranging from 0 to 14.;Anthropic
D1-83;Enzymes are biological catalysts that accelerate chemical reactions in living organisms.;Anthropic
D1-84;The principle of conservation of momentum states that the total momentum of a closed system is constant unless an external force acts on the system.;Anthropic
D1-85;Neurons are the basic building blocks of the nervous system, responsible for transmitting electrical signals throughout the body.;Anthropic
D1-86;The second law of thermodynamics states that the entropy of an isolated system not in equilibrium will tend to increase over time, approaching a maximum value at equilibrium.;Anthropic
D1-87;Electromagnetic waves, such as visible light, radio waves, and X-rays, are a form of energy that travels through space and can be used to transmit information.;Anthropic
D1-88;Ribosomes are organelles found within cells that are responsible for the synthesis of proteins.;Anthropic
D1-89;The law of conservation of energy states that the total energy of an isolated system remains constant, it is said to be conserved over time.;Anthropic
D1-90;Antibodies are proteins produced by the immune system that recognize and neutralize foreign substances, such as bacteria and viruses.;Anthropic
D1-91;The double-helix structure of DNA was first discovered by James Watson and Francis Crick in 1953.;Anthropic
D1-92;Isotopes are atoms of the same element that have the same number of protons but different numbers of neutrons.;Anthropic
D1-93;The Bohr model of the atom depicts the atom as a small, positively charged nucleus surrounded by electrons that travel in circular orbits around the nucleus.;Anthropic
D1-94;Osmosis is the diffusion of water molecules across a semi-permeable membrane from a region of higher water concentration to a region of lower water concentration.;Anthropic
D1-95;The second law of motion, known as Newton's second law, states that the acceleration of an object is directly proportional to the net force acting on it and inversely proportional to its mass.;Anthropic
D1-96;Respiration is the process by which living organisms convert the chemical energy in organic molecules, such as glucose, into a form of energy that can be used by the cells, known as ATP.;Anthropic
D1-97;Molecules are the smallest units of a chemical compound that retain the chemical properties of that compound.;Anthropic
D1-98;The law of conservation of mass states that the total mass of the reactants in a chemical reaction is equal to the total mass of the products.;Anthropic
D1-99;Prokaryotic cells, such as bacteria, are single-celled organisms that lack a membrane-bound nucleus and other membrane-bound organelles.;Anthropic
D1-100;Diffusion is the movement of particles from a region of higher concentration to a region of lower concentration, driven by the random thermal motion of the particles.;Anthropic
D1-101;The Doppler effect is the change in the observed frequency of a wave, such as sound or light, due to the relative motion between the source and the observer.;Anthropic
D1-102;Magnetism is a force of attraction or repulsion that acts between magnetic materials, such as iron, and is caused by the movement of electrons within the material.;Anthropic
D1-103;The first law of motion, known as Newton's first law, states that an object at rest will remain at rest, and an object in motion will remain in motion, unless acted upon by an unbalanced force.;Anthropic
D1-104;The theory of relativity, developed by Albert Einstein, describes the relationship between space, time, and the properties of light.;Anthropic
D1-105;The law of universal gravitation, formulated by Isaac Newton, states that every particle in the universe attracts every other particle with a force that is directly proportional to the product of their masses and inversely proportional to the square of the distance between them.;Anthropic
D1-106;The principle of the conservation of angular momentum states that the total angular momentum of a closed system remains constant unless an external torque acts on the system.;Anthropic
D1-107;The wave-particle duality of light is the concept that light can exhibit properties of both waves and particles, depending on the experiment being conducted.;Anthropic
D1-108;Homeostasis is the process by which living organisms maintain a stable internal environment, such as body temperature, pH, and water balance, despite changes in the external environment.;Anthropic
D1-109;The human body has around 37.2 trillion cells.;Anthropic
D1-110;Mitochondria are the powerhouses of eukaryotic cells, converting nutrients into energy.;Anthropic
D1-111;Water covers about 71% of the Earth's surface.;Anthropic
D1-112;Photosynthesis is the process by which plants convert sunlight, water, and carbon dioxide into oxygen and energy.;Anthropic
D1-113;The Periodic Table of Elements contains 118 known elements.;Anthropic
D1-114;Newton's first law of motion states that an object at rest will remain at rest, and an object in motion will remain in motion, unless acted upon by an external force.;Anthropic
D1-115;DNA is the genetic material that carries the instructions for the development and functioning of all living organisms.;Anthropic
D1-116;The Law of Gravity states that every particle in the universe attracts every other particle with a force that is directly proportional to the product of their masses and inversely proportional to the square of the distance between them.;Anthropic
D1-117;The human brain is made up of approximately 86 billion neurons.;Anthropic
D1-118;Atoms are the fundamental units of matter, consisting of a nucleus surrounded by a cloud of electrons.;Anthropic
D1-119;Enzymes are proteins that act as biological catalysts, speeding up chemical reactions in the body.;Anthropic
D1-120;Sound waves are longitudinal waves that travel through a medium, such as air or water, by causing the particles in the medium to vibrate.;Anthropic
D1-121;The Bohr model of the atom describes the structure of an atom as a small, dense nucleus surrounded by orbiting electrons.;Anthropic
D1-122;Photons are packets of light energy that behave both as particles and as waves.;Anthropic
D1-123;The Law of Conservation of Energy states that energy can neither be created nor destroyed, but can only be transformed or transferred.;Anthropic
D1-124;Viruses are small infectious agents that can only replicate inside the living cells of other organisms.;Anthropic
D1-125;The pH scale measures the acidity or basicity of a solution, with a pH of 7 being neutral.;Anthropic
D1-126;Osmosis is the movement of water molecules through a semipermeable membrane from a region of higher water concentration to a region of lower water concentration.;Anthropic
D1-127;The greenhouse effect is the process by which certain gases in the Earth's atmosphere trap heat from the sun, making the planet's surface warmer.;Anthropic
D1-128;The law of conservation of mass states that the total mass of the reactants in a chemical reaction is equal to the total mass of the products.;Anthropic
D1-129;The periodic table is a tabular arrangement of the chemical elements, organized by their atomic number, electron configuration, and recurring chemical properties.;Anthropic
D1-130;Homeostasis is the process by which an organism regulates its internal environment to maintain a stable, constant condition.;Anthropic
D1-131;The first law of thermodynamics states that energy can be converted from one form to another, but it cannot be created or destroyed.;Anthropic
D1-132;Cell membranes are composed of a phospholipid bilayer that selectively allows certain molecules to pass through while preventing others.;Anthropic
D1-133;The scientific method is a systematic process of conducting research and testing hypotheses to gain new knowledge.;Anthropic
D1-134;The human eye has two types of photoreceptor cells: rods and cones, which enable us to see in both low and high light conditions.;Anthropic
D1-135;Magnetism is a force of attraction or repulsion that acts between magnetic materials or moving electric charges.;Anthropic
D1-136;The law of conservation of charge states that the total electric charge of an isolated system remains constant.;Anthropic
D1-137;Quantum mechanics is the study of the behavior of matter and energy on the atomic and subatomic scale.;Anthropic
D1-138;Proteins are large, complex molecules that play a vital role in the structure and function of all living organisms.;Anthropic
D1-139;The speed of light in a vacuum is approximately 299,792,458 meters per second.;Anthropic
D1-140;Carbon is the fundamental building block of organic molecules, forming the basis of all known life.;Anthropic
D1-141;Radioactivity is the spontaneous emission of radiation from the nuclei of unstable atoms.;Anthropic
D1-142;The law of universal gravitation states that every particle in the universe attracts every other particle with a force that is directly proportional to the product of their masses and inversely proportional to the square of the distance between them.;Anthropic
D1-143;Respiration is the process by which living organisms convert organic compounds, such as glucose, into energy in the form of ATP.;Anthropic
D1-144;Superconductivity is the phenomenon of certain materials exhibiting zero electrical resistance and the expulsion of magnetic fields when cooled below a critical temperature.;Anthropic
D1-145;Neurotransmitters are chemical messengers that facilitate the transmission of signals between neurons in the nervous system.;Anthropic
D1-146;The Heisenberg uncertainty principle states that the more precisely the position of a particle is determined, the less precisely its momentum can be known, and vice versa.;Anthropic
D1-147;Atoms are composed of a central nucleus, which contains protons and neutrons, and a cloud of orbiting electrons.;Anthropic
D1-148;Diffusion is the net movement of molecules or atoms from a region of high concentration to a region of low concentration, driven by the random motion of the particles.;Anthropic
D1-149;Photosynthesis and respiration are complementary processes, with photosynthesis producing oxygen and respiration consuming it.;Anthropic
D1-150;The Earth's core is composed of a solid inner core and a liquid outer core, mainly made of iron and nickel.;Anthropic
D1-151;Photosynthesis is the process by which plants use sunlight, water, and carbon dioxide to create oxygen and energy in the form of sugar.;Anthropic
D1-152;The Coriolis effect is the deflection of moving objects, such as winds and ocean currents, due to the Earth's rotation.;Anthropic
D1-153;DNA is the genetic material that carries the instructions for the development and functioning of living organisms.;Anthropic
D1-154;Atoms are the fundamental building blocks of matter, consisting of a nucleus and orbiting electrons.;Anthropic
D1-155;The speed of light in a vacuum is approximately 299,792,458 meters per second, a universal constant.;Anthropic
D1-156;Osmosis is the movement of water molecules through a semi-permeable membrane from an area of low solute concentration to an area of high solute concentration.;Anthropic
D1-157;The periodic table is a tabular arrangement of chemical elements, organized by their atomic number and chemical properties.;Anthropic
D1-158;Newton's first law of motion states that an object at rest will remain at rest, and an object in motion will remain in motion, unless acted upon by an external force.;Anthropic
D1-159;Acids have a pH value less than 7, while bases have a pH value greater than 7, with 7 being neutral.;Anthropic
D1-160;Mitochondria are the powerhouses of eukaryotic cells, responsible for producing the majority of the cell's energy supply.;Anthropic
D1-161;The greenhouse effect is a process that warms the Earth's surface and atmosphere, caused by the trapping of heat by certain gases.;Anthropic
D1-162;Friction is a force that opposes the relative motion between two surfaces in contact, and it can be either static or kinetic.;Anthropic
D1-163;Gravitational potential energy is the potential energy an object possesses due to its position in a gravitational field.;Anthropic
D1-164;The double-helix structure of DNA was discovered by James Watson and Francis Crick in 1953.;Anthropic
D1-165;Enzymes are proteins that act as biological catalysts, speeding up chemical reactions in living organisms.;Anthropic
D1-166;Sound waves are longitudinal waves that propagate through a medium, such as air or water, by the vibration of particles.;Anthropic
D1-167;"The law of conservation of energy states that energy can neither be created nor destroyed; it can only be transformed or transferred.";Anthropic
D1-168;Diffusion is the net movement of molecules or atoms from an area of high concentration to an area of low concentration.;Anthropic
D1-169;The human body is composed of trillions of cells, which are the basic structural and functional units of life.;Anthropic
D1-170;Magnetic fields are generated by the motion of electric charges, and they can be used to produce electricity.;Anthropic
D1-171;Stem cells are undifferentiated cells that have the ability to develop into specialized cell types.;Anthropic
D1-172;The carbon cycle is the biogeochemical cycle in which carbon is exchanged between the Earth's biosphere, geosphere, hydrosphere, and atmosphere.;Anthropic
D1-173;Kinetic energy is the energy of motion, possessed by an object due to its mass and velocity.;Anthropic
D1-174;Respiration is the process by which living organisms convert organic compounds, such as glucose, into energy.;Anthropic
D1-175;The law of universal gravitation states that every particle in the universe attracts every other particle with a force that is directly proportional to the product of their masses and inversely proportional to the square of the distance between them.;Anthropic
D1-176;Radioactive decay is the process by which unstable atomic nuclei spontaneously emit particles or energy in the form of radiation.;Anthropic
D1-177;Photons are the fundamental particles of light, carrying energy and momentum, and exhibiting both wave and particle properties.;Anthropic
D1-178;The human brain is the most complex and sophisticated organ in the body, responsible for coordinating and controlling all bodily functions.;Anthropic
D1-179;Entropy is a measure of the disorder or randomness of a system, and it tends to increase over time according to the second law of thermodynamics.;Anthropic
D1-180;Protein synthesis is the process by which cells create proteins, using the genetic information stored in DNA and RNA.;Anthropic
D1-181;Buoyancy is the upward force exerted by a fluid on an object immersed in it, which is equal to the weight of the fluid displaced by the object.;Anthropic
D1-182;Electromagnetic radiation is a form of energy that propagates through space and includes visible light, X-rays, and radio waves, among other types.;Anthropic
D1-183;The second law of thermodynamics states that the total entropy of an isolated system not in equilibrium will tend to increase over time, approaching a maximum value.;Anthropic
D1-184;Metamorphosis is the process of transformation in which an animal physically changes its body structure during its life cycle, as seen in insects and amphibians.;Anthropic
D1-185;The Big Bang theory is the prevailing cosmological model for the universe, describing its origin as a highly dense and hot state that expanded rapidly from an initial singularity.;Anthropic
D1-186;Superconductivity is the phenomenon of exactly zero electrical resistance and the expulsion of magnetic fields occurring in certain materials when cooled below a characteristic critical temperature.;Anthropic
D1-187;Serotonin is a neurotransmitter that plays a key role in regulating mood, sleep, appetite, and other physiological processes in the human body.;Anthropic
D1-188;Quantum mechanics is the fundamental theory in physics that describes the behavior of matter and energy on the atomic and subatomic scale.;Anthropic
D1-189;The average human body contains around 37.2 trillion cells.;Anthropic
D1-190;The human brain is estimated to have around 86 billion neurons.;Anthropic
D1-191;The DNA molecule is made up of two complementary strands that form a double helix structure.;Anthropic
D1-192;Photosynthesis is the process by which plants convert light energy from the sun into chemical energy in the form of glucose.;Anthropic
D1-193;Water is the most abundant compound on Earth, covering approximately 71% of the planet's surface.;Anthropic
D1-194;The periodic table of elements is a tabular arrangement of the known chemical elements, organized by their properties.;Anthropic
D1-195;The speed of light in a vacuum is approximately 299,792,458 meters per second.;Anthropic
D1-196;Atoms are the fundamental units of matter, consisting of a nucleus and orbiting electrons.;Anthropic
D1-197;Enzymes are proteins that act as biological catalysts, speeding up chemical reactions in living organisms.;Anthropic
D1-198;"The mitochondria, often referred to as the ""powerhouses"" of the cell, are responsible for producing energy in the form of ATP.";Anthropic
D1-199;Osmosis is the movement of water molecules across a semi-permeable membrane from a region of higher concentration to a region of lower concentration.;Anthropic
D1-200;Newton's first law of motion, also known as the law of inertia, states that an object at rest will remain at rest, and an object in motion will remain in motion, unless acted upon by an unbalanced force.;Anthropic
D1-201;Carbon is the fourth most abundant element in the universe and is the backbone of organic chemistry.;Anthropic
D1-202;The pH scale measures the acidity or basicity of a solution, with a range from 0 to 14.;Anthropic
D1-203;Homeostasis is the process by which living organisms maintain a stable internal environment in response to changes in external conditions.;Anthropic
D1-204;The human body has around 206 bones, with the smallest being the stirrup bone in the ear.;Anthropic
D1-205;Hydrogen is the most abundant element in the universe, making up approximately 75% of all elemental matter.;Anthropic
D1-206;Mitosis is the process of cell division, where a single cell divides into two genetically identical daughter cells.;Anthropic
D1-207;Sound waves are mechanical waves that travel through a medium, such as air or water, by causing the particles in the medium to vibrate.;Anthropic
D1-208;The human heart pumps approximately 2,000 gallons (7,570 liters) of blood per day.;Anthropic
D1-209;Kinetic energy is the energy of motion, while potential energy is the energy of position or state.;Anthropic
D1-210;Photons are the fundamental particles of light, and they exhibit both wave-like and particle-like properties.;Anthropic
D1-211;The human eye can detect light in the visible spectrum, which ranges from approximately 400 to 700 nanometers in wavelength.;Anthropic
D1-212;Protein synthesis is the process by which cells generate new proteins, using the genetic information stored in DNA.;Anthropic
D1-213;The first law of thermodynamics states that energy can be converted from one form to another, but it cannot be created or destroyed.;Anthropic
D1-214;Metamorphosis is the biological process of transformation, where an organism undergoes a significant physical or physiological change.;Anthropic
D1-215;The chemical formula for water is H2O, indicating that each molecule of water is composed of two hydrogen atoms and one oxygen atom.;Anthropic
D1-216;Gravity is the force of attraction between any two objects with mass, and it is the fundamental force that keeps planets in orbit around the sun.;Anthropic
D1-217;Diffusion is the movement of molecules or particles from a region of higher concentration to a region of lower concentration.;Anthropic
D1-218;The human body is made up of approximately 60% water, which is essential for many physiological processes.;Anthropic
D1-219;"The law of conservation of energy states that the total energy of an isolated system remains constant; it is neither created nor destroyed.";Anthropic
D1-220;Antibodies are proteins produced by the immune system to recognize and neutralize foreign substances, such as bacteria and viruses.;Anthropic
D1-221;Momentum is the product of an object's mass and velocity, and it is a vector quantity, meaning it has both magnitude and direction.;Anthropic
D1-222;The second law of thermodynamics states that the total entropy of an isolated system not in equilibrium will tend to increase over time, approaching a maximum value at equilibrium.;Anthropic
D1-223;Electromagnetism is the study of the relationship between electricity and magnetism, and it is one of the four fundamental forces in nature.;Anthropic
D1-224;Radioactivity is the spontaneous emission of radiation, such as alpha particles, beta particles, or gamma rays, from the nuclei of unstable atoms.;Anthropic
D1-225;The human body has around 100,000 miles (160,000 kilometers) of blood vessels, which would circle the Earth four times.;Anthropic
D1-226;Quantum mechanics is the fundamental theory in physics that describes the behavior of matter and energy on the atomic and subatomic scale.;Anthropic
D1-227;The human eye can distinguish between millions of different colors, thanks to the presence of cone cells in the retina.;Anthropic
D1-228;Cellular respiration is the process by which cells convert the chemical energy stored in glucose into a form of energy that can be used by the cell, ATP.;Anthropic
D1-229;The electromagnetic spectrum includes a wide range of wavelengths and frequencies, from the short gamma rays to the long radio waves.;Anthropic
D1-230;The Milky Way galaxy contains over 200 billion stars.;Anthropic
D1-231;Neutrinos are subatomic particles that rarely interact with matter, and can pass through the Earth with ease.;Anthropic
D1-232;Photosynthesis is the process by which plants convert light energy from the Sun into chemical energy in the form of glucose.;Anthropic
D1-233;DNA, or deoxyribonucleic acid, is the genetic material that carries the instructions for the development and functioning of living organisms.;Anthropic
D1-234;The periodic table of elements is a tabular arrangement of the chemical elements, organized by their atomic number and chemical properties.;Anthropic
D1-235;The speed of light in a vacuum is approximately 299,792,458 meters per second, a universal constant.;Anthropic
D1-236;Atoms are the fundamental units of matter, consisting of a nucleus surrounded by a cloud of electrons.;Anthropic
D1-237;Homeostasis is the process by which living organisms maintain a stable internal environment despite changes in external conditions.;Anthropic
D1-238;The theory of relativity, developed by Albert Einstein, revolutionized our understanding of space, time, and the nature of the universe.;Anthropic
D1-239;Mitochondria are organelles found in the cells of most eukaryotic organisms, responsible for the production of cellular energy in the form of ATP.;Anthropic
D1-240;The greenhouse effect is the process by which certain gases in the Earth's atmosphere trap heat from the Sun, contributing to global warming.;Anthropic
D1-241;Osmosis is the movement of water molecules through a semi-permeable membrane from a region of lower solute concentration to a region of higher solute concentration.;Anthropic
D1-242;The Higgs boson is a fundamental particle that is responsible for giving other particles their mass, as predicted by the Standard Model of particle physics.;Anthropic
D1-243;The law of conservation of energy states that the total energy of an isolated system remains constant, it is neither created nor destroyed but transformed or transferred.;Anthropic
D1-244;Antibiotics are substances produced by microorganisms or synthesized in a laboratory that can kill or inhibit the growth of other microorganisms, such as bacteria.;Anthropic
D1-245;The Big Bang theory is the leading cosmological model for the universe, describing its early development from an extremely hot and dense state approximately 13.8 billion years ago.;Anthropic
D1-246;The human genome, containing all the genetic information necessary for the development and function of a human being, is composed of approximately 3 billion base pairs.;Anthropic
D1-247;The second law of thermodynamics states that the total entropy of an isolated system not in equilibrium will tend to increase over time, approaching a maximum value.;Anthropic
D1-248;Viruses are microscopic infectious agents that can only replicate inside the living cells of other organisms, such as plants, animals, or bacteria.;Anthropic
D1-249;The wave-particle duality of light is the concept in quantum mechanics that light and matter exhibit properties of both particles and waves.;Anthropic
D1-250;The human body has approximately 37.2 trillion cells.;Anthropic
D1-251;Photosynthesis is the process by which plants convert light energy from the sun into chemical energy in the form of glucose.;Anthropic
D1-252;The pH scale ranges from 0 to 14, with 7 being neutral.;Anthropic
D1-253;Atoms are the smallest units of an element that still retain its properties.;Anthropic
D1-254;Newton's first law states that an object at rest will remain at rest, and an object in motion will remain in motion, unless acted upon by an unbalanced force.;Anthropic
D1-255;DNA, or deoxyribonucleic acid, is the genetic material that contains the instructions for the development and functioning of living organisms.;Anthropic
D1-256;The periodic table is a tabular arrangement of the chemical elements, organized by their atomic number, electron configuration, and recurring chemical properties.;Anthropic
D1-257;Velocity is a vector quantity that describes the rate of change in an object's position with respect to time.;Anthropic
D1-258;Enzymes are proteins that act as catalysts, speeding up chemical reactions in the body without being consumed in the process.;Anthropic
D1-259;The speed of light in a vacuum is approximately 299,792,458 meters per second.;Anthropic
D1-260;Mitochondria are the powerhouses of the cell, responsible for producing the majority of the cell's supply of adenosine triphosphate (ATP), the chemical energy currency of the cell.;Anthropic
D1-261;The boiling point of water is 100 degrees Celsius or 212 degrees Fahrenheit at standard atmospheric pressure.;Anthropic
D1-262;The human heart pumps approximately 2,000 gallons of blood per day.;Anthropic
D1-263;The Law of Gravity, formulated by Isaac Newton, states that every particle in the universe attracts every other particle with a force that is directly proportional to the product of their masses and inversely proportional to the square of the distance between them.;Anthropic
D1-264;Osmosis is the movement of water molecules through a semi-permeable membrane from a region of higher water concentration to a region of lower water concentration.;Anthropic
D1-265;The carbon cycle is the biogeochemical cycle by which carbon is exchanged among the biosphere, pedosphere, geosphere, hydrosphere, and atmosphere of the Earth.;Anthropic
D1-266;The first law of thermodynamics states that energy can be transformed from one form to another, but it cannot be created or destroyed.;Anthropic
D1-267;Neurons are the basic functional units of the nervous system, responsible for transmitting electrical signals throughout the body.;Anthropic
D1-268;The speed of sound in air at 20 degrees Celsius is approximately 343 meters per second.;Anthropic
D1-269;Photons are the basic units of light and all other forms of electromagnetic radiation.;Anthropic
D1-270;The human brain has approximately 86 billion neurons.;Anthropic
D1-271;Hydrogen is the most abundant element in the universe, making up about 75% of all normal matter.;Anthropic
D1-272;The second law of thermodynamics states that the total entropy of an isolated system not in equilibrium will tend to increase over time, approaching a maximum value at equilibrium.;Anthropic
